title,Number_of_tags,class_val
No Shortage of Advice on Mideast for Clinton,11,0
Germany Is Planning a Bigger Stimulus Package,3,0
"As Giants Pack Up, Issues and Chagrin Linger",4,0
Gulf Oil States Seeking a Lead in Clean Energy,9,0
Hedge Fund Executive to be Borders Chairman,5,0
Rickey Henderson and Jim Rice Elected to Hall of Fame,6,0
"In Surprise, Seagate’s Chief and President Leave",5,0
"Iran Gives Hamas Enthusiastic Support, but Discreetly, Just in Case",8,0
Israelis United on Gaza War as Censure Rises Abroad,8,0
No Simple Route for Flight Delay Information,2,0
Japan and Korea Vow Unity on Economic Slump,3,0
Kerry Aims to Make a Mark as a Senate Chairman,6,0
Knicks End Losing Streak by Holding Off the Hornets,3,0
Got a Question About the N.B.A. Salary Cap? He’s Your Man.,4,0
"""Ocean: An Illustrated Atlas"" Maps the Sea and Its Mysteries",10,0
A Cash Machine Runs Low,7,0
McNamee to Meet With Prosecutors in Clemens Case,3,0
Mets Increasingly View Martínez as Backup Plan,4,0
No. 20 Louisville Wears Down No. 12 Notre Dame,4,0
Obama’s Plan to Close Prison at Guantánamo May Take Year,4,0
"For Mating Mosquitoes, ‘Harmonic Convergence’",3,0
Officials Still Arguing Over Leader for Somalia,4,0
Edward Rendell Ready to Bet Against Himself on Super Bowl,5,0
Pilot Fakes Distress and Flees Before Crash,4,0
Rejuvenated and Off to the Big Parade,4,0
"U.S. Marshals Improperly Helped Fox Announcers, Report Finds",4,0
"All Roads May Lead Here, but They Aren’t Bringing Big Spenders",6,0
Russia Ready to Resume Gas Shipments to Europe,6,0
Alcoa Lost $1.19 Billion as 4th-Quarter Sales Fell,3,0
Zuma Faces New Charges After Ruling,5,0
Voters Cannot Forgive or Forget Suspicions of McGwire’s Drug Use,10,0
"German Hometown Mourns a Businessman, Adolf Merckle",4,0
"Trade Losses Rise in China, Threatening Jobs",4,0
U.N. Warns of Refugee Crisis in Gaza Strip,5,0
Uneasy Times for Blagojevich and His Colleagues,5,0
Video Slur Puts Prince Harry Back in Headlines,5,0
Weighing Reach of Law in Appeals for Clemency,3,0
"In Michigan, Bank Lends Little of Its Bailout Funds",5,0
"A Text Arrives. Oh, It’s Just an ‘Idol’ Ad.",5,0
Senator Corker Drops In on Detroit’s Show,3,0
"Afghan Girls, Scarred by Acid, Defy Terror, Embracing School",7,0
Monroe Women’s Basketball: An Unlikely Dynasty Takes Hold in the Bronx,3,0
Japan’s Governing Party Is Plunging in Polls,4,0
Tighter Budgets Affect College Sports Recruiting,4,0
"Mecom, British Media Concern, Sells German Holdings",3,0
Budget Woes Expose Rifts Over Tobacco Money,8,0
Parents Reject China Milk Settlement,5,0
Citigroup Said to Consider Plan to Split in Two,7,0
Clinton Pledges Tough Diplomacy and a Fast Start,6,0
Critic of Chechen President Is Killed in Exile in Vienna,5,0
Democrats See Progress on Proposal for Economy,5,0
"Detainee Was Tortured, a Bush Official Confirms",8,0
Quotas for Iraqi Women in Provincial Elections Are Weakened,8,0
Ethiopians Withdraw From Key Bases,7,0
The I.R.S. Deems UBS Executive a Fugitive,3,0
Yahoo Picks Former Autodesk Chief to Succeed Yang,5,0
Georgia’s Energy Minister Is Assailed for Deal With Russia,4,0
Hamas Fighters Display Mix of Swagger and Fear,3,0
Rickey Henderson Is an Enigma Wrapped in a Record Book,4,0
Inspired by Obama’s Message? Pull Out Your Wallet,3,0
Intel Shifts Image Advertising to a Smaller Agency,4,0
Iran Says U.S. Helped Finance Overthrow Plot,5,0
"Israel Says Hamas Is Damaged, Not Destroyed",6,0
"For Knicks’ Eddy Curry, a Lawsuit Is His Latest Challenge",4,0
Scott Pioli Leaves Patriots to Be Chiefs� General Manager,5,0
"Gas Dispute Runs Deeper Than Pipes, Experts Say",8,0
Bank of America to Retain Merrill Lynch Name,3,0
Novitzky Aids Prosecutors in Clemens Investigation,4,0
Getting Specific in Order to Get Confirmed,2,0
"With Goals Again Scarce, Rangers Hold On Against Islanders",3,0
Report Finds Online Threats to Children Overblown,6,0
Screen Actors Guild to Take Strike Vote,4,0
Some States in a Pinch May Raise Gasoline Tax,5,0
Sony and Toshiba Shares Fall Sharply,6,0
More Empty Shop Windows in New York,3,0
"Stimulus Also Requires Stability, Bernanke Says",3,0
Washington Post Names 2 Managing Editors,4,0
News Outlets Seek a Boost as Inauguration Watch Parties Are Planned,4,0
Maya Moore Helps UConn Roll Past DePaul,2,0
Yankees Hire Top Real Estate Brokerage to Market Its Premium Tickets,3,0
"PoGo, for Instant Gratification in Snapshots",3,0
Marathon Runner Is Brought Into Step With Soweto’s Rhythm,4,0
"A Madoff Cookbook Has a Secret, Too",3,0
"A Man With Everything, Including a Lot to Flee",4,0
This Is a Special Keepsake Inauguration Column,3,0
Apple’s Chief Is Taking Medical Leave,5,0
Art Hoax Unites Europe in Displeasure,7,0
SanDisk Offers Flash Drive to Simplify Backups,3,0
Barnes & Noble Lays Off 100,2,0
Want to Get More Work Done? Try a Bigger Screen,4,0
Biden Outlines Plans to Do More With Less Power,4,0
Citigroup May Find Few Bidders at Its Fire Sale,2,0
Chinese Chemical Plant Site Moves After Outcry,4,0
Chávez Lets West Make Oil Bids as Prices Plunge,6,0
Court Orders Search of White House Computers,7,0
Deutsche Bank in Deal to Diversify Its Business,1,0
Silver Lining for Businesses in Inland California,4,0
Ex-Officer Is Charged in Killing in Oakland,6,0
Executive Calls ’30s Housing Solutions Superior,3,0
"Floods in Fiji Leave 11 Dead; 9,000 Are Evacuated",3,0
"For Homeland Security Nominee, Good Leadership Is in the Details",4,0
Forget the Cigarette Lighter Adapter. Now You Can Dock Your iPod in the Car Radio.,5,0
Gallinari Eyes Return Despite Back Pain,4,0
Gannett Plans to Furlough Employees for a Week,3,0
"Geithner’s Tax Mistake Was Honest, Experts Say",3,0
German Economy Shrank in Last Quarter,4,0
Girlfriend Faces New Charge in Bayou Fund Case,4,0
Steelers Shared Resources With 2 Teams During World War II,7,0
Internet Usage Rises in China,4,0
Memories of the Cardinals’ Last N.F.L. Championship,4,0
"For Knicks, Best Defense Is a Really Good Offense",4,0
Latvia Is Shaken by Riots Over Its Weak Economy,4,0
TomTom Go 740 Live Has Cellphone Connectivity,4,0
"Chinese Officials Gamble, and Their Luck Runs Out",6,0
Judge Allows Madoff to Remain Free on Bail,3,0
"Madoffs Shared Much, but How Much?",3,0
Pittsburgh Mayor Wants Ravens Removed From His Name,4,0
Mets and Alex Cora Agree on One-Year Deal,3,0
"Military Planners, in Nod to Obama, Are Preparing for a Faster Iraq Withdrawal",6,0
"Motorola to Cut 4,000 More Jobs",2,0
Ovechkin and Capitals Surge Past Penguins,4,0
News Media Run by China Look Abroad for Growth,6,0
No Hard Sign of Reverse Migration,2,0
"Nortel, Once a Telecom Giant, Files for Bankruptcy",5,0
North Korea Maintains Its Tough Stance,4,0
Web Sites Help Cellphone Users Find a Signal,5,0
"Political Foe of President in Sudan Is Arrested, His Family Says",4,0
Religious Groups Seek Swift Ban From Obama on Torture,5,0
Security Net Wraps Capital for Inaugural,5,0
William C. Rhoden: Union’s Search May Need a Referee,8,0
Memo to Editor:  Tech Shows Were Subdued,6,0
Blu-ray Player From Samsung Mounts on a Wall,5,0
Suspect Is Held in Slaying of Chechen Exile,4,0
Swindlers Find Growing Market in Foreclosures,7,0
"Temp Job in Paradise Pays $100,000",2,0
Split Loyalty Between Cardinals and Eagles,3,0
Where Is Oil Going Next?,2,0
3 Red Cross Workers Abducted in Philippines,4,0
$619 Million Paid to Keep A.I.G. Staff,2,0
Marist Basketball Player Finds Time for Two Dreams,3,0
‘Open Here’ to Peek at Esquire’s Articles and Ad,4,0
Airbus Sees Soft Year for Orders and Deliveries,3,0
Bank of America to Receive Additional $20 Billion,8,0
Bankruptcy Protection Filing at Minneapolis Star Tribune,6,0
Nets Get a Glimpse of the Trail Blazers� Bright Future,4,0
Bonds�s Lawyers File Motion Seeking Exclusion of Evidence,2,0
Can Apple Fill the Void?,4,0
Would-Be Olympic Protester Sentenced to 3 Years in Prison,3,0
Eagles’ Anonymous Receivers Making Names for Themselves,4,0
Family and Lawyer Fear for Reporter Who Threw His Shoes at Bush,7,0
G.M. Lowers 2009 Outlook for All U.S. Auto Sales,4,0
Gentle Questioning for U.N. Nominee,5,0
Bruins Goalie Tim Thomas Shows He Belongs in the N.H.L.,2,0
Credit Markets Showing Some Signs of Revival,5,0
"In Pelican Mystery, Weather Is a Suspect",1,0
Intel to Invest Despite Drop in Quarterly Income,4,0
Israel Lets Reporters See Devastated Gaza Site and Image of a Confident Military,7,0
Israel Strike Hits U.N. Building in Gaza Strip,9,0
Japan’s Outcasts Still Wait for Acceptance,7,0
JPMorgan Posts Profit in Quarter,3,0
No. 19 Purdue Caps Wild Comeback Against Northwestern,3,0
Saks and Neiman Marcus Announce Layoffs,7,0
A Rare Deep Freeze Warms the Dutch Soul,4,0
No More Surprises as Marist Women Assume Higher Profile,3,0
UConn Scores Workmanlike Win Over St. John’s,4,0
Holder Wants Some Detainees Tried in the U.S.,8,0
"In the A.F.C., the Championship Game Is a Grudge Match",4,0
Mideast Awaits Signs of Obama’s Stance on Gaza,3,0
Lure of Pro Ball Still Tugs at Pittsnogle,2,0
Pakistan Says 124 Arrested in Mumbai Investigation,7,0
Paper Details Sites on Mars With Plumes of Methane,3,0
Release of Russian Who Killed Chechen Woman Stokes Tensions,5,0
S.E.C. Nominee Offers  Plan for Tighter Regulation,5,0
"SAG Leader, in Shift, No Longer Seeks Strike Vote",3,0
Monica Seles Elected to International Tennis Hall of Fame,3,0
Senior Afghan General Dies in Helicopter Crash,3,0
Some Ask if Bailout Is Unconstitutional,8,0
Spirit of Bipartisanship Spreads to Political Consultants,4,0
Finder of Oldest Baseball Card Scores One for Mothers,3,0
Radomski Testifies Before Clemens Grand Jury,9,0
Shares Gain Despite Big Banks’ Slide,3,0
Study Looks at Mortality in Post-Soviet Era,4,0
"Third Runway Approved for Heathrow, Angering Critics",6,0
U.S. Issues Scathing Report on Immigrant Who Died in Detention,6,0
"UnitedHealth Settles Suit, but Objection Raised",4,0
Yahoo’s New Chief Makes a Decisive First Appearance,6,0
’92 Ponzi Case Missed Signals About Madoff,5,0
A County in China Sees Its Fortunes in Tea Leaves Until a Bubble Bursts,4,0
Baltic Riots Spread to Lithuania in the Face of Deteriorating Economic Conditions,5,0
Invoking a Presidential Revelatory Moment,4,0
"Circuit City, Lacking a Buyer, Will Shut Down",5,0
Prices Rose Just 0.1 Percent Last Year,3,0
Digital TV Delay Runs Into Protest,3,0
Fox Wins Battle Over �Watchmen� Adaptation,4,0
Global Music Sales Fell 7% in ’08 as CDs Lost Favor,3,0
"Carrying Memories of Ex-Coach Skip Prosser, Wake Forest Thrives",8,0
Gunmen Kill Iraqi Cleric Campaigning for Council,8,0
League Bars Team Officials After Investigating Cherepanov’s Death,3,0
House Democrats Release Details of Their Tax Plan,3,0
"In Need of Goaltending Help, the Islanders Bring Back Wade Dubielewicz",4,0
Israeli Cabinet Appears Ready to Declare a Gaza Cease-Fire,13,0
Man Is Arrested in Obama Threat,3,0
The Many Sources Governing Warfare,3,0
Microsoft Ordered to Delete Browser,4,0
Milk Scandal in China Yields Cash for Parents,6,0
Smaller Than Expected Class of Underclassmen for Draft,9,0
Study Criticizes N.C.A.A. for Beer Advertising,11,0
N. Carolina Routs Virginia; Next: Top-Ranked Connecticut,9,0
Sharp Trade Contraction Knows No Borders,2,0
"With Winks and Dunks, Players Stump for Votes",3,0
Microsoft and Yahoo Executives Meet,9,0
Return to D.I.Y Ethic Erodes Service Businesses,6,0
The Making of a New Washington Insider,5,0
The Popular Newsweekly Becomes a Lonely Category,5,0
"Federal Investigators Meet With Brian McNamee, Roger Clemens’s Former Trainer",3,0
"Rangers Win in Overtime, Despite 12 Penalties",4,0
Stocks Rise After a Punishing Week,1,0
Study Warns of Threat to Coasts From Rising Sea Levels,4,0
"Thailand Accused of Returning Migrants to Sea, Where Many Are Missing",7,0
Two Fresh-Faced Blackhawks Fuel Revival,5,0
U.S. Freezes Assets of 2 Burmese Businessmen Who Backed Military Junta,5,0
U.S. to Lend Chrysler $1.5 Billion for Car Loans,3,0
Reality Makes Arizona Defensive Back Focus on Present,5,0
"Boxee, Used to View Web on TV, Generates Buzz",4,0
"In Gaza, Weighing Crimes and Ethics in Urban Warfare",9,0
Wind Farm Off Cape Cod Clears Hurdle,4,0
Up-and-Down Knicks Get More of the Latter,9,0
11th-Hour Ruling Blocks Utah Oil and Gas Leases,4,0
From the Pool to the Dead Sea,6,0
Gallinari Returns but Knicks Fall to 76ers,4,0
A Civil Rights Victory Party on the Mall,5,0
"An Internal Union Dispute Turns Nasty, With a Local in the Balance",3,0
Armstrong Returns to Riding With a Purpose,4,0
"Bailout Is a No-Strings Windfall to Bankers, if Not to Borrowers",4,0
"Can CNN, the Go-to Site, Get You to Stay?",4,0
Boston Wins Fourth in a Row,6,0
How About a Stimulus for Financial Advice?,6,0
Ex-Sheriff Guilty of Rape,5,0
The End of Banking as We Know It,4,0
When Eagles and Ravens Fly With Blue Hens,7,0
Top-Ranked Men and Women Focused on Australian Open Title,9,0
Gazan Doctor and Peace Advocate Loses 3 Daughters to Israeli Fire and Asks Why,5,0
"Hedge Funds, Unhinged",5,0
"Helping Keep a City Clean, and Maybe Safer",4,0
How the Poll Was Conducted,0,0
"In Homes and on Streets, a War That Feels Deadlier",6,0
Founder of Satyam Is Said to Have Siphoned Cash,4,0
Iran Imprisons 4 It Had Accused of Rebellion,3,0
Iraqi Local Council Rejects Premier’s Police Appointee,4,0
Israel Declares Cease-Fire; Hamas Says It Will Fight On,6,0
Land Deal Is Reached for a 9/11 Memorial,4,0
"McNabb’s Ups and Downs: A City, a Quarterback, a Fragile Relationship",4,0
Money Manager Is Missing in Florida,3,0
Mugabe Rival Is Back in Zimbabwe,4,0
A Bid for Respect Is Again Stopped,4,0
Orange Dominate Inside to Beat Fighting Irish,4,0
North Korea Says It Has ‘Weaponized’ Plutonium,5,0
Digital Storage Options for Workers on the Go,3,0
Obama Urged to Move Swiftly to Rescue Banks,5,0
"The Eagles� Mike Patterson, as a Roommate Remembers Him",6,0
"One Step From Super Bowl, Cardinals� Fitzgerald Is Suddenly an Open Book",4,0
The Past as a Guide for Obama’s Address,3,0
"At First, Funny Videos. Now, a Reference Tool.",6,0
Ravens’ Ed Reed Is Prepared to Be Daring,3,0
Privacy Issue Complicates Push to Link Medical Data,4,0
"Avoiding Crash, Lindsey Vonn Wins Super-Combined Race",2,0
A Journey From Ebbets Field to the Steps of the Capitol,7,0
Suicide Blast Kills 5 in Afghanistan,5,0
A  New Crop of Scientists Are Using Their Children as Research Subjects,4,0
Thailand Is Accused of Rejecting Migrants,4,0
Moore Scores 40 and Sets Marks for No. 1 UConn,8,0
11th-Hour Court Order Blocks Oil and Gas Leases in Utah,6,0
"2 Churches, Black and White, See Inaugural Hope",6,0
"After Jobs Discloses  Illness, Questions for Reporters",6,0
America Meets in Washington for Concert and Speech to Start Celebrating Obama’s Inauguration,4,0
CNN Prepares a Fresh Team of Medical Experts,4,0
Another Politician Is Killed as Iraqi Voting Draws Near,6,0
Independent Film Service on Shopping Spree at Sundance,4,0
Finding Treasures in a City’s Disappearing Past,7,0
Billionaire Seeks Deal to Invest About $250 Million In Times Co.,5,0
Brazil Church Roof Falls,5,0
Cardinals Advance to First Super Bowl,6,0
Conservatives Gain in Vote in Germany,3,0
Cost of Borrowing Zooms Higher for Corporations,9,0
Inauguration Crowd Will Test Cellphone Networks,12,0
Cellphone Abilities That Go Untapped,3,0
A Revolving Door of Editors and Publishers,10,0
Endorsement at a Crime Scene: A Book Plugged in ‘Scarpetta’,6,0
"Looking to the Future of Radio, Europe Weighs Its Options",4,0
F.B.I. and S.E.C. Probe Missing Fund Manager,5,0
"In Eagles’ Loss, a Familiar Sense of Dismay",4,0
Warner’s Family Accepts Bounty and Burden of Football,4,0
"For Obama, Rare Chance for Bold Start on Big Task",7,0
Fox News Primes for the Obama Administration,6,0
Andy Roddick Presents Challenge for Coach Larry Stefanki,4,0
The Source Quits Accepting Lewd Advertising,4,0
"After Bailout, British Banks May Get More Billions",6,0
Interest Rate Drop Has Dire Results for Legal Aid,4,0
Historical Photos in Web Archives Gain New Lives,6,0
Little Debbie Crackers Join List of Peanut Butter Recalls,6,0
Marriage Ban Donors Feel Exposed by List,5,0
Can Sundance Get a Break?,4,0
More Americans Joining Military as Jobs Dwindle,7,0
Music Industry Imitates Digital Pirates to Turn a Profit,4,0
Connecticut Men Keep Rolling in Big East Play,5,0
"Christina McHale, Ranked 374th, Is  Ready for Australian Open",4,0
Ravens’ McGahee Injured on Helmet-to-Helmet Hit,7,0
"Rebels Kill at Least 620 in Congo, Groups Say",7,0
Rebuilding Begins Upon a Wobbly Truce,5,0
Roddick and Ivanovic Advance at Australian Open,5,0
Zach Johnson Wins Sony Open,3,0
The Sharper Image Brand Outlives the Stores,4,0
Shocked and Grieving Gazans Find Bodies Under the Rubble of Homes,9,0
"Fitzgerald Focuses on Winning, Not Talking",3,0
Steelers’ Defense Is as Dominant as Ever,6,0
Steelers’ Defense Rattles Normally Steady Flacco ,5,0
Tensions Rise on Korean Peninsula,5,0
"Armstrong Begins Comeback, Finishing 64th in Australia",3,0
"In Zimbabwe, Deal Likely to Fly or Fail This Week",8,0
Gloomy Forecast for Australian Economy in 2009,5,0
Is Star Power Enough to Sell Beer in Hard Times? Two Brewers Hope So,4,0
Assigning Blame After an Investment’s Collapse,5,0
European Shares Slide After British Bank Bailout,1,0
Banks Foreclose on Builders With Perfect Records,8,0
"In ‘Geek Chic’ and Obama, New Hope for Lifting Women in Science",6,0
Cisco Plans Big Push Into Server Market,6,0
Obama’s Bailout Challenge,5,0
Cardinals Reach a Summit That the Steelers Know Well,4,0
Fiat Nearing a Deal for Chrysler Stake,5,0
Donald Sanderson�s Death Revives Debate on Role of Fighting in Hockey,3,0
Hints of Agenda and Tone for New First Lady,10,0
"For Peruvians, Baskets for the U.S. Market Bring a New Way of Life",4,0
"For the Jobless, Hope and Fear for a New Day",7,0
Epiphany on an Air-Sickness Bag,3,0
Ravens� McGahee Expects a Complete Recovery,2,0
Juventus Putting Pressure on Inter in Serie A,5,0
Modest Expectations in Armstrong’s Comeback Race,2,0
Growing Taste for Reef Fish Sends Their Numbers Sinking,7,0
China Aims at Dalai Lama With New Tibet Holiday,3,0
Hot Debate Gives Way to Embrace of Obama,5,0
House Plan for Infrastructure Disappoints Advocates for Major Projects,3,0
"Icy Ritual in Brooklyn, Training for a Challenge",1,0
"In Book, Radomski Talks About Dealing Drugs and Dealing With Mitchell",6,0
"In Europe, a Stronger Push to Oversee Banks",6,0
New Efforts in Europe to Bolster Lending,6,0
"In Minnesota, Another Bid for a Recount",5,0
"In Zimbabwe, Deal Likely to Fly or Fail This Week",6,0
Iran Says It Jailed 2 Prominent Doctors,3,0
Israel Hopes to Finish Troop Withdrawal by Tuesday,5,0
Israeli Arabs Recoil at Attacks on Gaza as Allegiance to Their Country Is Strained,7,0
King Day in Atlanta: Protests Mix With Prayer,4,0
Duhon Finishes With Style to Relief of Knicks,4,0
Leading Russian Rights Lawyer Killed,4,0
"Many Civilian Targets, but One Core Question Among Gazans: Why?",5,0
"In McCain Country, Acceptance of Obama Grows",6,0
McKesson Buys Drugstore Brand,4,0
Injuries Force Meissner and Hughes to Pull Out of Nationals,4,0
Mexican Billionaire Invests in The New York Times Company,3,0
Advantages of Traveling With Multiple Passports,5,0
Novelist Given 3 Years for Insulting Thai King,6,0
Obama Has Busy Final Day Before Taking Office as Bush Says Farewells,5,0
Obama Team Makes Early Efforts to Show Willingness to Reach Out to Republicans,5,0
Obama Will Ease Restraints on States’ Health Insurance Programs for Children,4,0
Capuchin Monkeys Pick Right Tool for a Tough Nut,4,0
Transition Holds Clues to How Obama Will Govern,6,0
"On Moving Day for 2 First Families, a Bit of Magic by 93 Pairs of Hands",3,0
How Long Will the Obama Honeymoon Last?,4,0
Pragmatic Business Travel Behind the Wheel,2,0
Past Corruption Taints New India,4,0
Airline Ticket Sales Dropped Sharply in November,8,0
"Reid and Eagles Arrive at  a Familiar Place, and Vow to Move on",3,0
"Runoff, Sometimes a Blight, Aids Some Egyptian Fisheries, Study Says",9,0
Russia and Ukraine Sign Agreement on Gas,9,0
S. Korean President Reshuffles Cabinet,4,0
Murray and Federer Advance to Second Round of Australian Open,3,0
"In Middle of N.B.A. Game, Mindful of a More Serious Struggle",4,0
Scientists Study Snow From the Inside to Understand Avalanche Threats,7,0
Bulls’ Rose Has Successful Debut at Site of Past Triumphs,4,0
Three Attacks Hit Eastern Afghan Town,8,0
Timing Could Affect Europe�s New Microsoft Inquiry,5,0
Tribal Rivalries Persist as Iraqis Seek Local Posts,9,0
Warner Brothers Plans to Cut 800 Jobs,4,0
A Day of New Beginnings for Michelle Obama and Her Daughters,4,0
Nation’s Many Faces in Extended First Family,4,0
A Russian Warrior in Mixed Martial Arts Who Doesn’t Battle for Acclaim,3,0
"Abroad, Many Hope for ‘New Chapter’",3,0
Companies Warm to Sponsoring Mixed Martial Arts,6,0
Alliance With Fiat Gives Chrysler Another Partner and Lifeline,5,0
"As Expected, Canada Cuts Key Rate to 1 Percent",5,0
Australia Reports Rescue at Sea of Two Men Adrift in an Icebox,5,0
Obama Has No Quick Fix for Banks,5,0
Credit Card Processor Says Some Data Was Stolen,4,0
Surviving Tuskegee Airmen Salute Another Trailblazer,3,0
"Bombs Kill 5 in Baghdad, but Officials Avoid Harm",4,0
Britain Finds Drugs on Plane; Crew Arrested,3,0
Bushes Exchange Cold Day in Washington for Warm Homecoming in Texas,2,0
Class-Action Suit Filed in Chinese Milk Scandal,3,0
"Clear Channel Plans to Trim 1,850 Jobs",4,0
Debating the Blame for Reducing Much of a Village to Rubble,4,0
"In 2009, Layoffs Is the Business to Be In",4,0
"The Economy Is Bad, but 1982 Was Worse",7,0
"Obama’s Dream Divides, Then Unites, a Black Family",5,0
Sense of Triumph Eludes Israelis Near Gaza Border,5,0
Few Protesters at Inauguration,4,0
"The First Lady, in Ivory and Vivid Yellow, Tells a Story With Fashion",3,0
"For Lance Armstrong, a Plodding Return on a Scorching Day",5,0
"For Second Time in 2 Days, Mitchell Disputes Part of Radomski�s Book",4,0
"For Some in Crowd, a Day of Cold and Confusion",2,0
"For the 44th President, a Long Day Steeped in Pomp, History and Emotion",2,0
From a Festive Crowd Come Chants and Tears,3,0
I.B.M. Tops Forecasts and Expects a Good 2009,3,0
Kennedy ‘Feeling Well’ After Seizure,5,0
Coaching Was on Rex Ryan’s Horizon From the Start,5,0
Russians Strengthen Their Faith and a Tradition With an Icy Water Plunge,3,0
Obama Is Sworn In as the 44th President,3,0
Obama Promises the World a Renewed America,5,0
"Obama Takes Oath, and Nation in Crisis Embraces the Moment",3,0
"Optimism in Washington, but Pessimism on Wall Street",5,0
"Out of Many Televisions, One Common Experience",4,0
Profit Drops 95% at Bank of New York Mellon,3,0
Profit Rises but Johnson & Johnson Expects a Weak Year,3,0
Penalty Killing Helps Rangers Defeat Ducks,3,0
Report Faults Treatment of Women Held at Immigration Centers,5,0
Russia Restores Gas to Ukraine,8,0
Speech Puts a New Frame on Obama’s Call to Serve,3,0
"An Attractive Purchase, the Cubs Have Not Been an Easy Sale",4,0
A Fitting Time to Honor Mentor of Ashe and Gibson,4,0
"For Tight Times, Office Space on Flexible Terms",3,0
A Boom in Office Towers in Calgary,5,0
States Join E.P.A. Study of Pathogens in Ohio River,5,0
Tensions in the Mideast Reverberate in France,7,0
"At a School in Kansas, a Moment Resonates",7,0
Thousands in Chechnya Protest After Lawyer Is Killed,8,0
Top Newsday Editors Return to Work After Dispute,8,0
Toyota Names Founder’s Grandson to Lead Company,6,0
Trials for Parents Who Chose Faith Over Medicine,8,0
"A Day Best Captured by Image, Not Narrative",4,0
U.S. Secures New Supply Routes to Afghanistan,6,0
Obama Embarks on His Honeymoon. The Question: How Long Will It Last?,2,0
"With Trainer’s Help, Shaquille O’Neal Becomes Force for Phoenix Suns",3,0
Epiphanny Prince Scores 24 Points as Rutgers Tops West Virginia,4,0
A Diverse First Presidential Morning Prayer,3,0
A Top Sunni Survives an Attack in Iraq,4,0
Abbott Laboratories’ Profit Up 28% in 4th Quarter,2,0
A Fake Ad Agency and Real Products in ‘Trust Me’,4,0
"$8,000 Phobos Media Center Comes With a Tech",4,0
Armstrong Displays Form and Commentary in Australia,3,0
Baseball Denies Charge in Book by Radomski,4,0
Point-and-Shoot Does Not Preclude Thinking,2,0
Best Buy’s President to Become Chief Executive,3,0
BHP Closing Nickel Mine as Commodity Prices Fall,3,0
China Announces Subsidies for Health Care,6,0
Chinese TV Censors Part of Address by Obama,3,0
Crisis in Europe and U.S. Hurts Asian Economies,4,0
"For Devils’ Brendan Shanahan, It’s the Second Time Around",3,0
EBay’s Income Drops 31% as Traffic Declines,2,0
Ex-K.G.B. Agent Buying London Tabloid,5,0
Ecamm Offers a Wireless Webcam for Macs,4,0
"For Obama, Choice Is Unified Palestinian Government or an Isolated Hamas",10,0
G.O.P. Forces Delay on Confirming Eric Holder as Attorney General,5,0
Growing Need for Medicaid Strains States,6,0
"Guided Into Tunnel, Ticket Holders Missed Swearing-In",2,0
Hate Vista? You May Like Microsoft’s Sequel,3,0
Soccer Titan Raises Profile of Tiny Village,6,0
PepsiCo Figures Tropicana’s Carbon Footprint,4,0
"Upbeat Businesses on Cape Cod, Despite Recession",3,0
"Instead of Glory, the Finder of a Rare Dinosaur Fossil Faces Charges of Theft",5,0
"Intel Plans to Cut at Least 5,000 Jobs",2,0
Iran Leader’s Cold Stirs Questions on Health,4,0
Irish Developer Found Dead in His Home,2,0
Israel Completes Gaza Withdrawal,6,0
Global Industrial Slump Prompts Plant Closings and Layoffs Across Asia,6,0
Kennedy Leaves Hospital a Day After Having Seizure,2,0
Knicks Getting in the Habit of Beating Good Teams,5,0
"From ThinkPad, a Double-Screened Laptop",4,0
MSNBC Wants to Add a 3rd Prime-Time Show,3,0
N.J.I.T.’s Skid Ends at 51 Games,3,0
A New Jets Administration Promises Change,4,0
"Obama Meets With Officials on Iraq, Signaling His Commitment to Ending War",4,0
"On First Day, Obama Quickly Sets a New Tone",6,0
Outcry Erupts Over Reports That Israel Used Phosphorus Arms on Gazans,9,0
Powder Mailed to Wall St. Journal Is Harmless,3,0
Profit Plummets at BlackRock,2,0
Free Newspaper Venture Depends on Local Blogs,3,0
Losses Widen for American and United Airlines,4,0
Rhode Island to Test Medicaid Spending Cap,6,0
Serena Williams and Dementieva Advance to Third Round in Melbourne,4,0
Jets� New Coach Exudes Hope. Talk to Him in a Year.,4,0
Steelers’ Ward Works Overtime to Speed Healing,4,0
"Strong Profit, but Ericsson Plans 5,000 Job Cuts",3,0
A Talk With Favre Tops Ryan�s Agenda,4,0
Toyota Moves Ahead of G.M. in 2008 Sales,4,0
Tribune Has a Favorite to Buy Cubs,5,0
U.S. Bancorp Reports Steep Quarterly Decline,2,0
Vandals Create a Pungent Problem in San Francisco,5,0
Washington Cleans Up After Big Party,2,0
When Governments Take Over Industries in Trouble,0,0
"A Busy Night, Then a Busier Day at Work",2,0
"With Troubled Coyotes, Gretzky Called On as Savior Again",3,0
Thain Resigns Amid Losses at Bank of America,9,0
Palestinian Rival Says It Is Attacked by Hamas,8,0
ABC to Merge 2 TV Units to Streamline and Cut Costs,5,0
David Lee and Danilo Gallinari Buoy the Knicks,5,0
Boise Region Grapples With Smog,7,0
A History Lesson With Merrill Deal,6,0
Celtics Rebuff a Challenger to Their Throne,3,0
Death Sentences in Chinese Milk Case,7,0
China’s Route Forward,4,0
High School Football Coach Is Charged in Player�s Death,4,0
"Europe to Buy 30,000 Tons of Surplus Butter",4,0
Obama Keeps His Blackberry in a Hard-Fought E-Victory,3,0
